sentence_id,word,dependency,head
64,precipitation,nsubj,flows
64,flows,ccomp,seeps
64,directly,advmod,flows
64,into,prep,flows
64,rivers,pobj,into
64,;,punct,seeps
64,some,det,water
64,water,nsubj,seeps
64,seeps,ROOT,seeps
64,into,prep,seeps
64,underground,amod,aquifers
64,aquifers,pobj,into
64,.,punct,seeps
65,These,nsubj,feed
65,",",punct,feed
65,in,prep,feed
65,turn,pobj,in
65,",",punct,feed
65,can,aux,feed
65,still,advmod,feed
65,feed,ROOT,feed
65,rivers,dobj,feed
65,via,prep,feed
65,the,det,table
65,water,compound,table
65,table,pobj,via
65,",",punct,feed
65,the,det,groundwater
65,groundwater,appos,rivers
65,beneath,prep,groundwater
65,the,det,surface
65,surface,pobj,beneath
65,of,prep,surface
65,the,det,land
65,land,pobj,of
65,stored,acl,land
65,in,prep,stored
65,the,det,soil
65,soil,pobj,in
65,.,punct,feed
66,Water,nsubj,flows
66,flows,ROOT,flows
66,into,prep,flows
66,rivers,pobj,into
66,in,prep,flows
66,places,pobj,in
66,where,advmod,is
66,the,det,river
66,river,poss,elevation
66,'s,case,river
66,elevation,nsubj,is
66,is,relcl,places
66,lower,acomp,is
66,than,prep,lower
66,that,pobj,than
66,of,prep,that
66,the,det,table
66,water,compound,table
66,table,pobj,of
66,.,punct,flows
67,This,det,phenomenon
67,phenomenon,nsubj,is
67,is,ROOT,is
67,why,advmod,flow
67,rivers,nsubj,flow
67,can,aux,flow
67,still,advmod,flow
67,flow,ccomp,is
67,even,advmod,during
67,during,prep,flow
67,times,pobj,during
67,of,prep,times
67,drought,pobj,of
67,.,punct,is
68,Rivers,nsubjpass,fed
68,are,auxpass,fed
68,also,advmod,fed
68,fed,ROOT,fed
68,by,agent,fed
68,the,det,melting
68,melting,pobj,by
68,of,prep,melting
68,snow,compound,glaciers
68,glaciers,pobj,of
68,present,amod,melting
68,in,prep,present
68,higher,amod,regions
68,elevation,compound,regions
68,regions,pobj,in
68,.,punct,fed
69,In,prep,melt
69,summer,compound,months
69,months,pobj,In
69,",",punct,melt
69,higher,amod,temperatures
69,temperatures,nsubj,melt
69,melt,ROOT,melt
69,snow,dobj,melt
69,and,cc,snow
69,ice,conj,snow
69,",",punct,melt
69,causing,advcl,melt
69,additional,amod,water
69,water,nsubj,flow
69,to,aux,flow
69,flow,ccomp,causing
69,into,prep,flow
69,rivers,pobj,into
69,.,punct,melt
70,=,nsubj,flow
70,=,nsubj,flow
70,=,aux,flow
70,Flow,dobj,=
70,=,nsubj,flow
70,=,compound,Rivers
70,=,compound,Rivers
70,Rivers,nsubj,flow
70,flow,ROOT,flow
70,downhill,advmod,flow
70,",",punct,flow
70,with,prep,flow
70,their,poss,direction
70,direction,pobj,with
70,determined,acl,direction
70,by,agent,determined
70,gravity,pobj,by
70,.,punct,flow
71,A,det,misconception
71,common,amod,misconception
71,misconception,nsubj,holds
71,holds,ROOT,holds
71,that,mark,flow
71,all,det,rivers
71,or,cc,all
71,most,conj,all
71,rivers,nsubj,flow
71,flow,ccomp,holds
71,from,prep,flow
71,North,pobj,from
71,to,prep,flow
71,South,pobj,to
71,",",punct,holds
71,but,cc,holds
71,this,nsubj,is
71,is,conj,holds
71,not,neg,is
71,true,acomp,is
71,.,punct,is
72,As,mark,flow
72,rivers,nsubj,flow
72,flow,advcl,merge
72,downstream,advmod,flow
72,",",punct,merge
72,they,nsubj,merge
72,eventually,advmod,merge
72,merge,ROOT,merge
72,to,aux,form
72,form,xcomp,merge
72,larger,amod,rivers
72,rivers,dobj,form
72,.,punct,merge
73,A,det,river
73,river,nsubj,is
73,that,nsubj,feeds
73,feeds,relcl,river
73,into,prep,feeds
73,another,pobj,into
73,is,ROOT,is
73,a,det,tributary
73,tributary,attr,is
73,",",punct,is
73,and,cc,is
73,the,det,place
73,place,nsubj,is
73,they,nsubj,meet
73,meet,relcl,place
73,is,conj,is
73,a,det,confluence
73,confluence,attr,is
73,.,punct,is
74,Rivers,nsubj,flow
74,must,aux,flow
74,flow,ROOT,flow
74,to,prep,flow
74,lower,amod,altitudes
74,altitudes,pobj,to
74,due,prep,flow
74,to,pcomp,due
74,gravity,pobj,to
74,.,punct,flow
75,The,det,bed
75,bed,nsubj,is
75,of,prep,bed
75,a,det,river
75,river,pobj,of
75,is,ROOT,is
75,typically,advmod,is
75,within,prep,is
75,a,det,valley
75,river,compound,valley
75,valley,pobj,within
75,between,prep,valley
75,hills,pobj,between
75,or,cc,hills
75,mountains,conj,hills
75,.,punct,is
76,Rivers,nsubj,erode
76,flowing,acl,Rivers
76,through,prep,flowing
76,an,det,section
76,impermeable,amod,section
76,section,pobj,through
76,of,prep,section
76,land,pobj,of
76,such,amod,as
76,as,prep,section
76,rocks,pobj,as
76,will,aux,erode
76,erode,ROOT,erode
76,the,det,slopes
76,slopes,dobj,erode
76,on,prep,slopes
76,the,det,sides
76,sides,pobj,on
76,of,prep,sides
76,the,det,river
76,river,pobj,of
76,.,punct,erode
77,When,advmod,carves
77,a,det,river
77,river,nsubj,carves
77,carves,advcl,form
77,a,det,plateau
77,plateau,dobj,carves
77,or,cc,plateau
77,a,det,area
77,similar,amod,area
77,high,amod,elevation
77,-,punct,elevation
77,elevation,compound,area
77,area,conj,plateau
77,",",punct,form
77,a,det,canyon
77,canyon,nsubj,form
77,can,aux,form
77,form,ROOT,form
77,",",punct,form
77,with,prep,form
77,cliffs,pobj,with
77,on,prep,cliffs
77,either,det,side
77,side,pobj,on
77,of,prep,side
77,the,det,river
77,river,pobj,of
77,.,punct,form
78,Areas,ROOT,Areas
78,of,prep,Areas
78,a,det,river
78,river,pobj,of
78,with,prep,river
78,softer,amod,weather
78,rock,compound,weather
78,weather,pobj,with
78,faster,advmod,Areas
78,than,prep,faster
78,areas,pobj,than
78,with,prep,areas
78,harder,amod,rock
78,rock,pobj,with
78,",",punct,Areas
78,causing,advcl,Areas
78,a,det,difference
78,difference,dobj,causing
78,in,prep,difference
78,elevation,pobj,in
78,between,prep,elevation
78,two,nummod,points
78,points,pobj,between
78,of,prep,points
78,a,det,river
78,river,pobj,of
78,.,punct,Areas
79,This,nsubj,cause
79,can,aux,cause
79,cause,ROOT,cause
79,the,det,formation
79,formation,dobj,cause
79,of,prep,formation
79,a,det,waterfall
79,waterfall,pobj,of
79,as,mark,falls
79,the,det,river
79,river,poss,flow
79,'s,case,river
79,flow,nsubj,falls
79,falls,advcl,cause
79,down,prep,falls
79,a,det,drop
79,vertical,amod,drop
79,drop,pobj,down
79,.,punct,cause
80,A,det,river
80,river,nsubj,exhibit
80,in,prep,river
80,a,det,area
80,permeable,amod,area
80,area,pobj,in
80,does,aux,exhibit
80,not,neg,exhibit
80,exhibit,ROOT,exhibit
80,this,det,behavior
80,behavior,dobj,exhibit
80,and,cc,exhibit
80,may,aux,raised
80,even,advmod,raised
80,have,aux,raised
80,raised,conj,exhibit
80,banks,dobj,raised
80,due,prep,raised
80,to,pcomp,due
80,sediment,pobj,to
80,.,punct,exhibit
81,Rivers,nsubj,change
81,also,advmod,change
81,change,ROOT,change
81,their,poss,landscape
81,landscape,dobj,change
81,through,prep,change
81,their,poss,transportation
81,transportation,pobj,through
81,of,prep,transportation
81,sediment,pobj,of
81,",",punct,change
81,often,advmod,known
81,known,advcl,change
81,as,prep,known
81,alluvium,pobj,as
81,when,advmod,applied
81,applied,advcl,known
81,specifically,advmod,applied
81,to,prep,applied
81,rivers,pobj,to
81,.,punct,change
82,The,det,sand
82,sand,nsubj,is
82,in,prep,sand
82,deserts,pobj,in
82,and,cc,sand
82,the,det,sediment
82,sediment,nsubj,is
82,that,nsubj,forms
82,forms,relcl,sediment
82,bar,compound,islands
82,islands,dobj,forms
82,is,ROOT,is
82,from,prep,is
82,rivers,pobj,from
82,.,punct,is
83,This,det,sediment
83,sediment,nsubjpass,deposited
83,may,aux,deposited
83,be,auxpass,deposited
83,deposited,ROOT,deposited
83,in,prep,deposited
83,river,compound,valleys
83,valleys,pobj,in
83,or,cc,deposited
83,carried,conj,deposited
83,to,prep,carried
83,the,det,sea
83,sea,pobj,to
83,.,punct,deposited
84,The,det,yield
84,sediment,amod,yield
84,yield,nsubj,is
84,of,prep,yield
84,a,det,river
84,river,pobj,of
84,is,ROOT,is
84,the,det,quantity
84,quantity,attr,is
84,of,prep,quantity
84,sand,pobj,of
84,per,prep,sand
84,unit,compound,area
84,area,pobj,per
84,within,prep,quantity
84,a,det,watershed
84,watershed,pobj,within
84,that,nsubjpass,removed
84,is,auxpass,removed
84,removed,relcl,watershed
84,over,prep,removed
84,a,det,period
84,period,pobj,over
84,of,prep,period
84,time,pobj,of
84,.,punct,is
85,Rivers,nsubj,run
85,rarely,advmod,run
85,run,ROOT,run
85,in,prep,run
85,a,det,direction
85,straight,amod,direction
85,direction,pobj,in
85,",",punct,run
85,instead,advmod,preferring
85,preferring,advcl,run
85,to,aux,bend
85,bend,xcomp,preferring
85,or,cc,bend
85,meander,conj,bend
85,.,punct,run
86,This,nsubj,is
86,is,ROOT,is
86,because,mark,cause
86,any,det,impediment
86,natural,amod,impediment
86,impediment,nsubj,cause
86,to,prep,impediment
86,the,det,flow
86,flow,pobj,to
86,of,prep,flow
86,the,det,river
86,river,pobj,of
86,may,aux,cause
86,cause,advcl,is
86,the,det,current
86,current,nsubj,deflect
86,to,aux,deflect
86,deflect,ccomp,cause
86,in,prep,deflect
86,a,det,direction
86,different,amod,direction
86,direction,pobj,in
86,.,punct,is
87,A,det,mountain
87,mountain,nsubj,is
87,is,ROOT,is
87,an,det,portion
87,elevated,amod,portion
87,portion,attr,is
87,of,prep,portion
87,the,det,surface
87,surface,pobj,of
87,of,prep,surface
87,a,det,planet
87,planet,pobj,of
87,",",punct,is
87,generally,advmod,with
87,with,prep,is
87,steep,amod,sides
87,sides,pobj,with
87,that,nsubj,show
87,show,relcl,sides
87,significant,amod,bedrock
87,exposed,amod,bedrock
87,bedrock,dobj,show
87,.,punct,is
88,It,nsubj,have
88,may,aux,have
88,either,preconj,have
88,have,ROOT,have
88,a,det,area
88,limited,amod,area
88,summit,compound,area
88,area,dobj,have
88,or,cc,have
88,be,conj,have
88,a,det,plateau
88,smaller,amod,plateau
88,plateau,attr,be
88,with,prep,plateau
88,high,amod,elevation
88,elevation,pobj,with
88,and,cc,elevation
88,steep,amod,sides
88,sides,conj,elevation
88,.,punct,have
89,A,quantmod,few
89,few,nummod,mountains
89,mountains,nsubj,are
89,are,ROOT,are
89,isolated,amod,summits
89,summits,attr,are
89,",",punct,are
89,but,cc,are
89,most,advmod,occur
89,occur,conj,are
89,in,prep,occur
89,mountain,compound,ranges
89,ranges,pobj,in
89,.,punct,occur
90,Mountains,nsubjpass,formed
90,are,auxpass,formed
90,formed,ROOT,formed
90,through,prep,formed
90,tectonic,amod,forces
90,forces,pobj,through
90,",",punct,forces
90,erosion,conj,forces
90,",",punct,erosion
90,or,cc,erosion
90,volcanism,conj,erosion
90,",",punct,forces
90,which,nsubj,act
90,act,relcl,forces
90,on,prep,act
90,time,compound,scales
90,scales,pobj,on
90,of,prep,scales
90,up,quantmod,millions
90,to,quantmod,millions
90,tens,quantmod,millions
90,of,quantmod,millions
90,millions,pobj,of
90,of,prep,millions
90,years,pobj,of
90,.,punct,formed
91,High,amod,elevations
91,elevations,nsubj,produce
91,on,prep,elevations
91,mountains,pobj,on
91,produce,ROOT,produce
91,colder,amod,climates
91,climates,dobj,produce
91,than,prep,produce
91,at,prep,than
91,sea,compound,level
91,level,pobj,at
91,at,prep,level
91,similar,amod,latitude
91,latitude,pobj,at
91,.,punct,produce
92,These,det,climates
92,colder,amod,climates
92,climates,nsubj,affect
92,strongly,advmod,affect
92,affect,ccomp,have
92,the,det,ecosystems
92,ecosystems,dobj,affect
92,of,prep,ecosystems
92,mountains,pobj,of
92,:,punct,have
92,different,amod,elevations
92,elevations,nsubj,have
92,have,ROOT,have
92,different,amod,plants
92,plants,dobj,have
92,and,cc,plants
92,animals,conj,plants
92,.,punct,have
93,The,det,mountain
93,highest,amod,mountain
93,mountain,nsubj,is
93,on,prep,mountain
93,Earth,pobj,on
93,is,ROOT,is
93,Mount,compound,Everest
93,Everest,attr,is
93,in,prep,Everest
93,the,det,Himalayas
93,Himalayas,pobj,in
93,of,prep,Himalayas
93,Asia,pobj,of
93,",",punct,Everest
93,whose,poss,summit
93,summit,nsubj,is
93,is,relcl,Everest
93,"8,850",nummod,m
93,m,attr,is
93,(,punct,m
93,"29,035",nummod,ft
93,ft,appos,m
93,),punct,m
93,above,prep,is
93,mean,amod,level
93,sea,compound,level
93,level,pobj,above
93,.,punct,is
94,The,det,mountain
94,highest,advmod,known
94,known,amod,mountain
94,mountain,nsubj,is
94,on,prep,mountain
94,any,det,planet
94,planet,pobj,on
94,in,prep,planet
94,the,det,System
94,Solar,compound,System
94,System,pobj,in
94,is,ROOT,is
94,Olympus,compound,Mons
94,Mons,attr,is
94,on,prep,Mons
94,Mars,pobj,on
94,at,prep,Mons
94,"21,171",nummod,m
94,m,pobj,at
94,(,punct,m
94,"69,459",nummod,ft
94,ft,appos,m
94,),punct,is
94,.,punct,is
95,=,punct,is
95,=,punct,=
95,Definition,compound,=
95,=,dep,=
95,=,punct,=
95,There,expl,is
95,is,ROOT,is
95,no,det,definition
95,universally,advmod,accepted
95,accepted,amod,definition
95,definition,attr,is
95,of,prep,definition
95,a,det,mountain
95,mountain,pobj,of
95,.,punct,is
96,Elevation,nsubjpass,used
96,",",punct,Elevation
96,volume,conj,Elevation
96,",",punct,volume
96,relief,conj,volume
96,",",punct,relief
96,steepness,conj,relief
96,",",punct,steepness
96,spacing,conj,steepness
96,and,cc,spacing
96,continuity,conj,spacing
96,have,aux,used
96,been,auxpass,used
96,used,ROOT,used
96,as,prep,used
96,criteria,pobj,as
96,for,prep,criteria
96,defining,pcomp,for
96,a,det,mountain
96,mountain,dobj,defining
96,.,punct,used
97,Whether,mark,called
97,a,det,landform
97,landform,nsubjpass,called
97,is,auxpass,called
97,called,advcl,depend
97,a,det,mountain
97,mountain,nsubj,depend
97,may,aux,depend
97,depend,ROOT,depend
97,on,prep,depend
97,local,amod,usage
97,usage,pobj,on
97,.,punct,depend
98,John,compound,Whittow
98,Whittow,poss,Dictionary
98,'s,case,Whittow
98,Dictionary,nsubj,states
98,of,prep,Dictionary
98,Physical,compound,Geography
98,Geography,pobj,of
98,states,ROOT,states
98,"""",punct,states
98,Some,det,authorities
98,authorities,nsubj,regard
98,regard,ccomp,states
98,eminences,dobj,regard
98,above,prep,regard
98,600,nummod,metres
98,metres,pobj,above
98,(,punct,metres
98,"1,969",nummod,ft
98,ft,appos,metres
98,),punct,metres
98,as,prep,regard
98,mountains,pobj,as
98,",",punct,mountains
98,those,appos,mountains
98,below,prep,those
98,being,auxpass,referred
98,referred,pcomp,below
98,to,prep,referred
98,as,prep,referred
98,hills,pobj,as
98,.,punct,regard
98,"""",punct,regard
99,In,prep,include
99,addition,pobj,In
99,",",punct,include
99,some,det,definitions
99,definitions,nsubj,include
99,also,advmod,include
99,include,ROOT,include
99,a,det,requirement
99,topographical,amod,prominence
99,prominence,compound,requirement
99,requirement,dobj,include
99,",",punct,requirement
99,such,amod,as
99,as,prep,requirement
99,that,mark,rises
99,the,det,mountain
99,mountain,nsubj,rises
99,rises,pcomp,as
99,300,nummod,metres
99,metres,npadvmod,rises
99,(,punct,metres
99,984,nummod,ft
99,ft,appos,metres
99,),punct,metres
99,above,prep,rises
99,the,det,terrain
99,surrounding,amod,terrain
99,terrain,pobj,above
99,.,punct,include
100,Any,det,landform
100,similar,amod,landform
100,landform,nsubjpass,considered
100,lower,amod,landform
100,than,prep,lower
100,this,det,height
100,height,nsubjpass,considered
100,was,auxpass,considered
100,considered,ROOT,considered
100,a,det,hill
100,hill,oprd,considered
100,.,punct,considered
101,However,advmod,concludes
101,",",punct,concludes
101,today,npadvmod,concludes
101,",",punct,concludes
101,the,det,Survey
101,United,compound,States
101,States,compound,Survey
101,Geological,compound,Survey
101,Survey,nsubj,concludes
101,concludes,ROOT,concludes
101,that,mark,have
101,these,det,terms
101,terms,nsubj,have
101,do,aux,have
101,not,neg,have
101,have,ccomp,concludes
101,technical,amod,definitions
101,definitions,dobj,have
101,in,prep,definitions
101,the,det,US
101,US,pobj,in
101,.,punct,concludes
102,The,det,Programme
102,UN,compound,Programme
102,Environmental,compound,Programme
102,Programme,poss,definition
102,'s,case,Programme
102,definition,nsubj,includes
102,of,prep,definition
102,"""",punct,environment
102,mountainous,amod,environment
102,environment,pobj,of
102,"""",punct,environment
102,includes,ROOT,includes
102,any,dobj,includes
102,of,prep,any
102,the,det,following
102,following,pobj,of
102,:,punct,includes
102,Class,npadvmod,includes
102,1,nummod,Class
102,:,punct,Class
102,Elevation,appos,Class
102,greater,amod,"4,500"
102,than,quantmod,"4,500"
102,"4,500",nummod,m
102,m,appos,Elevation
102,(,punct,m
102,"14,764",nummod,ft
102,ft,appos,m
102,),punct,m
102,.,punct,includes
103,Class,ROOT,Class
103,2,nummod,Class
103,:,punct,Class
103,Elevation,appos,Class
103,between,prep,Elevation
103,"3,500",pobj,between
103,and,cc,"3,500"
103,"4,500",conj,"3,500"
103,m,conj,"3,500"
103,(,punct,m
103,"11,483",conj,m
103,and,cc,"11,483"
103,"14,764",nummod,ft
103,ft,conj,"11,483"
103,),punct,Elevation
103,.,punct,Class
104,Class,ROOT,Class
104,3,nummod,Class
104,:,punct,Class
104,Elevation,appos,Class
104,between,prep,Elevation
104,"2,500",pobj,between
104,and,cc,"2,500"
104,"3,500",conj,"2,500"
104,m,conj,"2,500"
104,(,punct,m
104,"8,202",conj,"2,500"
104,and,cc,"8,202"
104,"11,483",nummod,ft
104,ft,conj,"8,202"
104,),punct,Elevation
104,.,punct,Class
105,Class,ROOT,Class
105,4,nummod,Class
105,:,punct,Class
105,Elevation,appos,Class
105,between,prep,Elevation
105,"1,500",pobj,between
105,and,cc,"1,500"
105,"2,500",conj,"1,500"
105,m,conj,"1,500"
105,(,punct,m
105,"4,921",conj,"1,500"
105,and,cc,"4,921"
105,"8,202",nummod,ft
105,ft,conj,"4,921"
105,),punct,Elevation
105,",",punct,Class
105,with,prep,Class
105,a,det,slope
105,slope,pobj,with
105,greater,amod,2
105,than,quantmod,2
105,2,nummod,degrees
105,degrees,appos,slope
105,.,punct,Class
106,Class,ROOT,Class
106,6,nummod,Class
106,:,punct,Class
106,Elevation,appos,Class
106,between,prep,Elevation
106,300,pobj,between
106,and,cc,300
106,"1,000",conj,300
106,m,conj,300
106,(,punct,m
106,984,appos,m
106,and,cc,984
106,"3,281",nummod,ft
106,ft,conj,984
106,),punct,m
106,",",punct,Class
106,with,prep,Class
106,a,det,range
106,300,nummod,m
106,m,nmod,range
106,(,punct,range
106,984,nummod,ft
106,ft,nmod,range
106,),punct,range
106,elevation,compound,range
106,range,pobj,with
106,within,prep,range
106,7,nummod,km
106,km,pobj,within
106,(,punct,km
106,4.3,nummod,mi
106,mi,appos,km
106,),punct,Class
106,.,punct,Class
107,Using,advcl,cover
107,these,det,definitions
107,definitions,dobj,Using
107,",",punct,cover
107,mountains,nsubj,cover
107,cover,ROOT,cover
107,33,nummod,%
107,%,dobj,cover
107,of,prep,%
107,Eurasia,pobj,of
107,",",punct,%
107,19,nummod,%
107,%,appos,%
107,of,prep,%
107,South,compound,America
107,America,pobj,of
107,",",punct,%
107,24,nummod,%
107,%,appos,%
107,of,prep,%
107,North,compound,America
107,America,pobj,of
107,",",punct,%
107,and,cc,%
107,14,nummod,%
107,%,conj,%
107,of,prep,%
107,Africa,pobj,of
107,.,punct,cover
108,As,prep,is
108,a,det,%
108,whole,amod,%
108,",",punct,%
108,24,nummod,%
108,%,nsubj,is
108,of,prep,%
108,the,det,Earth
108,Earth,poss,mass
108,'s,case,Earth
108,land,compound,mass
108,mass,pobj,of
108,is,ROOT,is
108,mountainous,acomp,is
108,.,punct,is
109,=,dep,are
109,=,punct,=
109,Geology,nsubj,=
109,=,dep,=
109,=,punct,=
109,There,expl,are
109,are,ROOT,are
109,three,nummod,types
109,main,amod,types
109,types,attr,are
109,of,prep,types
109,mountains,pobj,of
109,:,punct,types
109,volcanic,appos,types
109,",",punct,volcanic
109,fold,conj,volcanic
109,",",punct,fold
109,and,cc,fold
109,block,conj,fold
109,.,punct,are
110,All,det,types
110,three,nummod,types
110,types,nsubjpass,formed
110,are,auxpass,formed
110,formed,ROOT,formed
110,from,prep,formed
110,plate,compound,tectonics
110,tectonics,pobj,from
110,:,punct,formed
110,when,advmod,crumple
110,portions,nsubj,crumple
110,of,prep,portions
110,the,det,Earth
110,Earth,poss,move
110,'s,case,Earth
110,crust,compound,move
110,move,pobj,of
110,",",punct,move
110,crumple,advcl,formed
110,",",punct,crumple
110,and,cc,crumple
110,dive,conj,crumple
110,.,punct,formed
111,Compressional,amod,forces
111,forces,ROOT,forces
111,",",punct,forces
111,isostatic,amod,uplift
111,uplift,conj,forces
111,and,cc,uplift
111,intrusion,conj,uplift
111,of,prep,uplift
111,igneous,amod,forces
111,matter,compound,forces
111,forces,compound,surface
111,surface,compound,rock
111,rock,pobj,of
111,upward,advmod,uplift
111,",",punct,forces
111,creating,acl,forces
111,a,det,landform
111,landform,dobj,creating
111,higher,amod,landform
111,than,prep,higher
111,the,det,features
111,surrounding,amod,features
111,features,pobj,than
111,.,punct,forces
112,The,det,height
112,height,nsubj,makes
112,of,prep,height
112,the,det,feature
112,feature,pobj,of
112,makes,ROOT,makes
112,it,nsubj,hill
112,either,preconj,hill
112,a,det,hill
112,hill,ccomp,makes
112,or,cc,hill
112,",",punct,hill
112,if,mark,higher
112,higher,amod,hill
112,and,cc,higher
112,steeper,conj,higher
112,",",punct,hill
112,a,det,mountain
112,mountain,appos,hill
112,.,punct,makes
113,Major,amod,mountains
113,mountains,nsubj,tend
113,tend,ROOT,tend
113,to,aux,occur
113,occur,xcomp,tend
113,in,prep,occur
113,long,amod,arcs
113,linear,amod,arcs
113,arcs,pobj,in
113,",",punct,tend
113,indicating,advcl,tend
113,tectonic,amod,plate
113,plate,compound,boundaries
113,boundaries,dobj,indicating
113,and,cc,boundaries
113,activity,conj,boundaries
113,.,punct,tend
114,=,nsubjpass,formed
114,=,punct,=
114,=,compound,Volcanoes
114,Volcanoes,conj,=
114,=,nsubjpass,formed
114,=,compound,Volcanoes
114,=,compound,Volcanoes
114,Volcanoes,nsubjpass,formed
114,are,auxpass,formed
114,formed,ROOT,formed
114,when,advmod,pushed
114,a,det,plate
114,plate,nsubjpass,pushed
114,is,auxpass,pushed
114,pushed,advcl,formed
114,below,prep,pushed
114,another,det,plate
114,plate,pobj,below
114,",",punct,pushed
114,or,cc,pushed
114,at,conj,pushed
114,a,det,ridge
114,mid,compound,ridge
114,-,compound,ridge
114,ocean,compound,ridge
114,ridge,pobj,at
114,or,cc,ridge
114,hotspot,conj,ridge
114,.,punct,formed
115,When,advmod,reaches
115,the,det,magma
115,magma,nsubj,reaches
115,reaches,advcl,builds
115,the,det,surface
115,surface,dobj,reaches
115,",",punct,builds
115,it,nsubj,builds
115,often,advmod,builds
115,builds,ROOT,builds
115,a,det,mountain
115,volcanic,amod,mountain
115,mountain,dobj,builds
115,",",punct,mountain
115,such,amod,as
115,as,prep,mountain
115,a,det,volcano
115,shield,compound,volcano
115,volcano,pobj,as
115,or,cc,volcano
115,a,det,stratovolcano
115,stratovolcano,conj,volcano
115,.,punct,builds
116,Examples,nsubj,include
116,of,prep,Examples
116,volcanoes,pobj,of
116,include,ROOT,include
116,Mount,compound,Fuji
116,Fuji,dobj,include
116,in,prep,Fuji
116,Japan,pobj,in
116,and,cc,Fuji
116,Mount,compound,Pinatubo
116,Pinatubo,conj,Fuji
116,in,prep,Pinatubo
116,the,det,Philippines
116,Philippines,pobj,in
116,.,punct,include
117,=,nsubj,Fold
117,=,nsubj,Fold
117,=,aux,Fold
117,Fold,ROOT,Fold
117,mountains,dobj,Fold
117,=,dobj,Fold
117,=,punct,Fold
117,=,dobj,Fold
117,Fold,dep,Fold
117,mountains,nsubj,occur
117,occur,ccomp,Fold
117,when,advmod,collide
117,two,nummod,plates
117,plates,nsubj,collide
117,collide,advcl,occur
117,:,punct,occur
117,shortening,nsubj,occurs
117,occurs,ccomp,Fold
117,along,prep,occurs
117,thrust,advcl,occurs
117,faults,dobj,thrust
117,and,cc,occurs
117,the,det,crust
117,crust,nsubjpass,overthickened
117,is,auxpass,overthickened
117,overthickened,conj,occurs
117,.,punct,overthickened
118,Thus,advmod,is
118,the,det,crust
118,continental,amod,crust
118,crust,nsubj,is
118,is,ROOT,is
118,normally,advmod,is
118,much,advmod,thicker
118,thicker,acomp,is
118,under,prep,is
118,mountains,pobj,under
118,",",punct,is
118,compared,prep,is
118,to,prep,compared
118,lower,amod,areas
118,lying,amod,areas
118,areas,pobj,to
118,.,punct,is
119,Rock,nsubj,fold
119,can,aux,fold
119,fold,ROOT,fold
119,either,preconj,symmetrically
119,symmetrically,advmod,fold
119,or,cc,symmetrically
119,asymmetrically,conj,symmetrically
119,.,punct,fold
120,The,det,upfolds
120,upfolds,nsubj,are
120,are,ROOT,are
120,anticlines,attr,are
120,and,cc,anticlines
120,the,det,downfolds
120,downfolds,nsubj,are
120,are,ccomp,be
120,synclines,attr,are
120,:,punct,be
120,in,prep,be
120,asymmetric,pobj,in
120,folding,acl,asymmetric
120,there,advmod,folding
120,may,aux,be
120,also,advmod,be
120,be,conj,are
120,recumbent,amod,folds
120,and,cc,recumbent
120,overturned,conj,recumbent
120,folds,attr,be
120,.,punct,be
121,The,det,Mountains
121,Balkan,compound,Mountains
121,Mountains,nsubj,are
121,and,cc,Mountains
121,the,det,Mountains
121,Jura,compound,Mountains
